-0.000004	600.000000
-0.489903	600.000061
-0.979802	600.000183
-1.469703	600.000427
-1.959607	600.000793
-2.449514	600.001221
-2.939427	600.001831
-3.429346	600.002441
-3.919272	600.003174
-4.409204	600.004028
-4.899147	600.005005
-5.389099	600.006042
-5.879063	600.007202
-6.369037	600.008423
-6.859024	600.009827
-7.349025	600.011230
-7.839042	600.012817
-8.329073	600.014465
-8.819120	600.016174
-9.309186	600.018066
-9.799271	600.020020
-10.289374	600.022034
-10.779499	600.024231
-11.269645	600.026428
-11.759813	600.028809
-12.250006	600.031250
-12.740224	600.033813
-13.230465	600.036438
-13.720733	600.039185
-14.211029	600.042053
-14.701355	600.045044
-15.191708	600.048096
-15.682093	600.051208
-16.172506	600.054443
-16.662956	600.057861
-17.153437	600.061279
-17.643951	600.064819
-18.134506	600.068481
-18.625092	600.072266
-19.115717	600.076111
-19.606380	600.080078
-20.097082	600.084106
-20.587826	600.088257
-21.078609	600.092529
-21.569435	600.096863
-22.060305	600.101318
-22.551218	600.105896
-23.042175	600.110535
-23.533182	600.115295
-24.024235	600.120178
-24.515337	600.125122
-25.006481	600.130188
-25.497684	600.135376
-25.988935	600.140625
-26.480238	600.145996
-26.971592	600.151428
-27.463007	600.156982
-27.954468	600.162659
-28.445990	600.168457
-28.937569	600.174316
-29.429205	600.180298
-29.920900	600.186340
-30.412653	600.192505
-30.904474	600.198792
-31.396355	600.205139
-31.888294	600.211609
-32.380299	600.218201
-32.872368	600.224854
-33.364510	600.231628
-33.856709	600.238525
-34.348984	600.245483
-34.841324	600.252563
-35.333733	600.259766
-35.826214	600.267029
-36.318771	600.274414
-36.811394	600.281921
-37.304096	600.289490
-37.796875	600.297180
-38.289726	600.304993
-38.782658	600.312866
-39.275661	600.320862
-39.768753	600.328979
-40.261917	600.337158
-40.755161	600.345459
-41.248497	600.353821
-41.741901	600.362366
-42.235409	600.370972
-42.728977	600.379639
-43.222652	600.388428
-43.716412	600.397339
-44.210255	600.406372
-44.704182	600.415466
-45.198200	600.424683
-45.692326	600.434021
-46.186527	600.443420
-46.680820	600.452942
-47.175228	600.462585
-47.669716	600.472290
-48.164295	600.482117
-48.658981	600.492065
-49.153759	600.502075
-49.648636	600.512207
-50.143616	600.522461
-50.638691	600.532837
-51.133881	600.543213
-51.629166	600.553772
-52.124561	600.564453
-52.620060	600.575195
-53.115662	600.586060
-53.611370	600.596985
-54.107193	600.608032
-54.603115	600.619263
-55.099159	600.630493
-55.595303	600.641846
-56.091572	600.653320
-56.587952	600.664917
-57.084435	600.676575
-57.581043	600.688354
-58.077770	600.700256
-58.574615	600.712280
-59.071571	600.724365
-59.568657	600.736572
-60.065853	600.748840
-60.563179	600.761230
-61.060623	600.773743
-61.558193	600.786377
-62.055889	600.799072
-62.553715	600.811890
-63.051666	600.824829
-63.549744	600.837891
-64.047943	600.851013
-64.546288	600.864258
-65.044754	600.877563
-65.543358	600.890991
-66.042091	600.904541
-66.540962	600.918213
-67.039963	600.932007
-67.539101	600.945862
-68.038376	600.959839
-68.537796	600.973877
-69.037354	600.988037
-69.537056	601.002319
-70.036903	601.016724
-70.536888	601.031250
-71.036987	601.045837
-71.537270	601.060547
-72.037689	601.075317
-72.538254	601.090271
-73.038971	601.105286
-73.539833	601.120422
-74.040840	601.135620
-74.542007	601.151001
-75.043320	601.166443
-75.544800	601.182007
-76.046417	601.197632
-76.548203	601.213379
-77.050133	601.229248
-77.552238	601.245239
-78.054497	601.261292
-78.556900	601.277527
-79.059479	601.293823
-79.562218	601.310181
-80.065117	601.326721
-80.568192	601.343323
-81.071411	601.360046
-81.574821	601.376831
-82.078369	601.393799
-82.582092	601.410828
-83.086006	601.427979
-83.590088	601.445251
-84.094330	601.462585
-84.598747	601.480103
-85.103348	601.497681
-85.608116	601.515320
-86.113060	601.533142
-86.618187	601.551025
-87.123489	601.569031
-87.628975	601.587158
-88.134636	601.605347
-88.640488	601.623718
-89.146515	601.642151
-89.652710	601.660706
-90.159119	601.679382
-90.665703	601.698120
-91.172470	601.716980
-91.679428	601.735962
-92.186584	601.755066
-92.693924	601.774292
-93.201454	601.793579
-93.709183	601.812988
-94.217102	601.832520
-94.725220	601.852173
-95.233536	601.871948
-95.742050	601.891785
-96.250748	601.911743
-96.759651	601.931824
-97.268761	601.952026
-97.778084	601.972290
-98.287598	601.992737
-98.797318	602.013245
-99.307243	602.033875
-99.817368	602.054626
-100.327721	602.075439
-100.838264	602.096436
-101.349030	602.117493
-101.859993	602.138672
-102.371178	602.159973
-102.882568	602.181396
-103.394180	602.202881
-103.906006	602.224487
-104.418053	602.246216
-104.930321	602.268066
-105.442795	602.290039
-105.955498	602.312134
-106.468430	602.334290
-106.981590	602.356628
-107.494965	602.379028
-108.008545	602.401550
-108.522362	602.424194
-109.036423	602.446899
-109.550697	602.469788
-110.065216	602.492737
-110.579956	602.515808
-111.094933	602.539063
-111.610146	602.562317
-112.125572	602.585754
-112.641258	602.609314
-113.157181	602.632935
-113.673340	602.656738
-114.189720	602.680603
-114.706375	602.704590
-115.223244	602.728699
-115.740372	602.752869
-116.257721	602.777222
-116.775322	602.801697
-117.293182	602.826233
-117.811295	602.850891
-118.329651	602.875732
-118.848251	602.900635
-119.367111	602.925659
-119.886215	602.950745
-120.405579	602.976013
-120.925201	603.001404
-121.445068	603.026855
-121.965225	603.052490
-122.485619	603.078186
-123.006248	603.104004
-123.527176	603.129944
-124.048340	603.156006
-124.569801	603.182190
-125.091507	603.208496
-125.613457	603.234924
-126.135704	603.261414
-126.658211	603.288086
-127.180984	603.314819
-127.704048	603.341736
-128.227356	603.368713
-128.750961	603.395813
-129.274826	603.423096
-129.798981	603.450439
-130.323395	603.477905
-130.848129	603.505493
-131.373093	603.533203
-131.898361	603.560974
-132.423935	603.588928
-132.949753	603.617004
-133.475876	603.645203
-134.002289	603.673462
-134.528976	603.701904
-135.055954	603.730408
-135.583267	603.759094
-136.110825	603.787842
-136.638687	603.816772
-137.166840	603.845764
-137.695267	603.874878
-138.224030	603.904175
-138.753067	603.933533
-139.282410	603.963013
-139.812057	603.992676
-140.342026	604.022400
-140.872284	604.052246
-141.402832	604.082214
-141.933716	604.112366
-142.464859	604.142578
-142.996368	604.172913
-143.528137	604.203369
-144.060242	604.233948
-144.592667	604.264709
-145.125397	604.295532
-145.658447	604.326477
-146.191803	604.357544
-146.725494	604.388794
-147.259476	604.420105
-147.793823	604.451538
-148.328491	604.483093
-148.863449	604.514771
-149.398743	604.546631
-149.934341	604.578552
-150.470322	604.610657
-151.006592	604.642822
-151.543198	604.675171
-152.080154	604.707581
-152.617401	604.740173
-153.155045	604.772827
-153.692963	604.805664
-154.231262	604.838623
-154.769867	604.871704
-155.308853	604.904907
-155.848160	604.938171
-156.387802	604.971619
-156.927795	605.005188
-157.468124	605.038940
-158.008820	605.072754
-158.549850	605.106689
-159.091248	605.140747
-159.632980	605.174988
-160.175079	605.209290
-160.717514	605.243774
-161.260315	605.278381
-161.803467	605.313110
-162.346985	605.347900
-162.890884	605.382935
-163.435104	605.418030
-163.979736	605.453247
-164.524673	605.488586
-165.070023	605.524109
-165.615707	605.559692
-166.161804	605.595459
-166.708237	605.631348
-167.255035	605.667358
-167.802246	605.703491
-168.349808	605.739746
-168.897720	605.776184
-169.446060	605.812744
-169.994751	605.849365
-170.543823	605.886169
-171.093292	605.923096
-171.643127	605.960144
-172.193344	605.997375
-172.743958	606.034668
-173.294998	606.072144
-173.846375	606.109741
-174.398148	606.147461
-174.950333	606.185303
-175.502914	606.223267
-176.055878	606.261414
-176.609238	606.299622
-177.163025	606.338013
-177.717163	606.376587
-178.271744	606.415222
-178.826721	606.453979
-179.382095	606.492920
-179.937881	606.531982
-180.494064	606.571167
-181.050674	606.610535
-181.607697	606.650024
-182.165131	606.689575
-182.722946	606.729309
-183.281235	606.769226
-183.839890	606.809204
-184.399002	606.849365
-184.958511	606.889648
-185.518448	606.930054
-186.078812	606.970642
-186.639587	607.011353
-187.200821	607.052185
-187.762451	607.093140
-188.324539	607.134277
-188.887054	607.175537
-189.449982	607.216919
-190.013367	607.258484
-190.577164	607.300110
-191.141434	607.341919
-191.706131	607.383911
-192.271271	607.425964
-192.836838	607.468201
-193.402893	607.510559
-193.969360	607.553101
-194.536270	607.595764
-195.103668	607.638550
-195.671478	607.681519
-196.239761	607.724548
-196.808502	607.767761
-197.377686	607.811157
-197.947342	607.854675
-198.517426	607.898315
-199.088013	607.942139
-199.659042	607.986084
-200.230591	608.030151
-200.802536	608.074341
-201.374954	608.118713
-201.947861	608.163269
-202.521255	608.207886
-203.095093	608.252686
-203.669434	608.297668
-204.244263	608.342773
-204.819550	608.388000
-205.395340	608.433411
-205.971558	608.478943
-206.548294	608.524597
-207.125519	608.570435
-207.703247	608.616394
-208.281464	608.662537
-208.860153	608.708801
-209.439331	608.755249
-210.019028	608.801819
-210.599213	608.848511
-211.179901	608.895386
-211.761078	608.942383
-212.342743	608.989563
-212.924942	609.036865
-213.507629	609.084351
-214.090851	609.131958
-214.674561	609.179749
-215.258774	609.227661
-215.843521	609.275696
-216.428772	609.323914
-217.014542	609.372314
-217.600815	609.420837
-218.187622	609.469482
-218.774979	609.518311
-219.362823	609.567322
-219.951218	609.616455
-220.540146	609.665771
-221.129578	609.715210
-221.719559	609.764832
-222.310059	609.814575
-222.901108	609.864502
-223.492722	609.914551
-224.084839	609.964783
-224.677536	610.015137
-225.270721	610.065674
-225.864487	610.116333
-226.458786	610.167236
-227.053619	610.218201
-227.649048	610.269348
-228.245010	610.320679
-228.841522	610.372192
-229.438599	610.423828
-230.036209	610.475586
-230.634430	610.527588
-231.233185	610.579651
-231.832520	610.631958
-232.432404	610.684387
-233.032867	610.736938
-233.633865	610.789734
-234.235489	610.842651
-234.837662	610.895752
-235.440445	610.948975
-236.043762	611.002380
-236.647675	611.055908
-237.252213	611.109680
-237.857285	611.163574
-238.462952	611.217590
-239.069214	611.271851
-239.676071	611.326233
-240.283524	611.380737
-240.891571	611.435486
-241.500244	611.490356
-242.109482	611.545410
-242.719345	611.600586
-243.329788	611.655945
-243.940857	611.711487
-244.552521	611.767212
-245.164825	611.823120
-245.777710	611.879150
-246.391205	611.935364
-247.005341	611.991760
-247.620087	612.048279
-248.235489	612.104980
-248.851456	612.161865
-249.468048	612.218933
-250.085312	612.276184
-250.703171	612.333618
-251.321716	612.391174
-251.940842	612.448914
-252.560623	612.506836
-253.181061	612.564880
-253.802124	612.623169
-254.423859	612.681580
-255.046204	612.740234
-255.669189	612.799011
-256.292847	612.857910
-256.917145	612.917053
-257.542114	612.976379
-258.167725	613.035889
-258.793976	613.095520
-259.420929	613.155334
-260.048584	613.215332
-260.676819	613.275513
-261.305756	613.335876
-261.935394	613.396423
-262.565674	613.457153
-263.196625	613.518066
-263.828247	613.579102
-264.460571	613.640381
-265.093597	613.701843
-265.727264	613.763428
-266.361633	613.825256
-266.996704	613.887207
-267.632477	613.949402
-268.268921	614.011719
-268.906036	614.074219
-269.543945	614.136963
-270.182465	614.199829
-270.821747	614.262939
-271.461700	614.326172
-272.102417	614.389587
-272.743805	614.453247
-273.385864	614.517090
-274.028687	614.581055
-274.672211	614.645203
-275.316498	614.709595
-275.961456	614.774170
-276.607208	614.838928
-277.253601	614.903870
-277.900787	614.968994
-278.548737	615.034302
-279.197357	615.099792
-279.846710	615.165466
-280.496887	615.231384
-281.147766	615.297424
-281.799377	615.363708
-282.451721	615.430176
-283.104828	615.496826
-283.758728	615.563660
-284.413361	615.630676
-285.068756	615.697876
-285.724945	615.765320
-286.381836	615.832947
-287.039520	615.900757
-287.698029	615.968750
-288.357269	616.036987
-289.017273	616.105347
-289.678070	616.173950
-290.339630	616.242737
-291.002045	616.311707
-291.665161	616.380920
-292.329071	616.450317
-292.993774	616.519897
-293.659363	616.589661
-294.325684	616.659668
-294.992798	616.729858
-295.660706	616.800232
-296.329468	616.870850
-296.999054	616.941650
-297.669403	617.012634
-298.340515	617.083862
-299.012512	617.155212
-299.685394	617.226868
-300.359039	617.298645
-301.033447	617.370667
-301.708740	617.442932
-302.384857	617.515320
-303.061859	617.587952
-303.739624	617.660828
-304.418274	617.733887
-305.097748	617.807129
-305.778076	617.880615
-306.459259	617.954285
-307.141296	618.028198
-307.824188	618.102295
-308.507935	618.176636
-309.192566	618.251099
-309.878021	618.325867
-310.564362	618.400818
-311.251526	618.475952
-311.939636	618.551392
-312.628632	618.626953
-313.318420	618.702759
-314.009125	618.778809
-314.700806	618.855042
-315.393311	618.931519
-316.086700	619.008179
-316.780975	619.085083
-317.476166	619.162170
-318.172211	619.239502
-318.869263	619.317078
-319.567139	619.394836
-320.265930	619.472839
-320.965668	619.551025
-321.666321	619.629517
-322.367889	619.708130
-323.070374	619.787048
-323.773743	619.866150
-324.478119	619.945435
-325.183411	620.025024
-325.889648	620.104797
-326.596802	620.184814
-327.304840	620.265076
-328.013947	620.345520
-328.723907	620.426208
-329.434875	620.507141
-330.146820	620.588257
-330.859619	620.669678
-331.573486	620.751282
-332.288269	620.833130
-333.004028	620.915161
-333.720795	620.997498
-334.438477	621.080017
-335.157257	621.162842
-335.876892	621.245850
-336.597534	621.329102
-337.319214	621.412537
-338.041870	621.496277
-338.765533	621.580200
-339.490204	621.664429
-340.215851	621.748840
-340.942535	621.833496
-341.670227	621.918457
-342.398926	622.003540
-343.128601	622.088989
-343.859344	622.174622
-344.591095	622.260498
-345.323944	622.346619
-346.057800	622.432983
-346.792664	622.519531
-347.528564	622.606445
-348.265503	622.693481
-349.003510	622.780884
-349.742584	622.868469
-350.482635	622.956299
